model,policy,threshold,metric,point_estimate,ci_lower_95,ci_upper_95,n_test,bootstrap_resamples,tp,fp,tn,fn
ExtraTrees__graph_handcrafted,default_0_50,0.5,predicted_positive_rate,0.5410021490781586,0.5303698676620292,0.5518606492478226,8841,1000,344,4439,3994,64
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,accuracy,0.7000339328130302,0.6900774799230857,0.7090883384232552,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,precision,0.0730593607305936,0.0636816155750727,0.08349143857026772,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,recall,0.47058823529411764,0.4230769230769231,0.5167966420691711,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,f1,0.12648221343873517,0.1111111111111111,0.14285943223443223,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,false_positives_per_true_positive,12.6875,10.977277129807105,14.703119216113228,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,validation_max_f1,0.6448075622917835,predicted_positive_rate,0.2972514421445538,0.28763431738491124,0.3065264110394752,8841,1000,192,2436,5997,216
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,accuracy,0.8808958262639973,0.8738802171700034,0.8874561701165027,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,precision,0.0502092050209205,0.03575865406049007,0.06684866253462894,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,recall,0.08823529411764706,0.06278734627265839,0.11611646948119757,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,f1,0.064,0.04568288952724967,0.08362757519859386,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,false_positives_per_true_positive,18.916666666666668,13.959162414965986,26.96527777777777,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,top_5pct_budget,0.8961555192387558,predicted_positive_rate,0.08109942314217848,0.07555706368057911,0.08675489198054519,8841,1000,36,681,7752,372
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,accuracy,0.9527202805112543,0.9483090148173283,0.9571315462051804,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,precision,0.08333333333333333,0.0,0.2730519480519477,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,recall,0.0024509803921568627,0.0,0.007792207792207792,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,f1,0.004761904761904762,0.0,0.014963528678304238,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,false_positives_per_true_positive,11.0,2.6625,17.0,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_80pct,0.911749838017409,predicted_positive_rate,0.0013573125212080082,0.0006786562606040041,0.0021490781585793463,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,accuracy,0.9527202805112543,0.9483090148173283,0.9571315462051804,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,precision,0.08333333333333333,0.0,0.2730519480519477,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,recall,0.0024509803921568627,0.0,0.007792207792207792,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,f1,0.004761904761904762,0.0,0.014963528678304238,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,false_positives_per_true_positive,11.0,2.6625,17.0,8841,1000,1,11,8422,407
ExtraTrees__graph_handcrafted,validation_precision_at_least_90pct,0.911749838017409,predicted_positive_rate,0.0013573125212080082,0.0006786562606040041,0.0021490781585793463,8841,1000,1,11,8422,407
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,accuracy,0.4758511480601742,0.4653319760208121,0.4863731478339554,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,precision,0.06965376782077393,0.06286538991445172,0.07616512764641746,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,recall,0.8382352941176471,0.801007556675063,0.8743848201153316,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,f1,0.12861978187288453,0.11675483420049537,0.13970043521365008,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,false_positives_per_true_positive,13.35672514619883,12.129368524019998,14.90700460829493,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,default_0_50,0.5,predicted_positive_rate,0.55536703992761,0.5447291030426422,0.5662283678316933,8841,1000,342,4568,3865,66
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,accuracy,0.6910982920484108,0.6810315575161181,0.700262979300984,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,precision,0.07250644092749356,0.06324667644007892,0.08234051367025683,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,recall,0.48284313725490197,0.43643700424275966,0.5287964676088126,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,f1,0.12608,0.11086327057239607,0.14202989342706193,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,false_positives_per_true_positive,12.791878172588833,11.144689849624061,14.811108934169278,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_max_f1,0.679248703242125,predicted_positive_rate,0.3073181766768465,0.2977038796516231,0.31704558307883723,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,accuracy,0.8820269200316706,0.8753478113335595,0.8885900916185951,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,precision,0.04964539007092199,0.034432414486662115,0.06559741016047775,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,recall,0.0857843137254902,0.06014934878179054,0.11294428022465268,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,f1,0.06289308176100629,0.043858048405685746,0.08167449730111954,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,false_positives_per_true_positive,19.142857142857142,14.244504676870747,28.04240909090909,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,top_5pct_budget,0.9483731333562524,predicted_positive_rate,0.07974211062097047,0.07453625155525392,0.0855106888361045,8841,1000,35,670,7763,373
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,accuracy,0.6910982920484108,0.6810315575161181,0.700262979300984,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,precision,0.07250644092749356,0.06324667644007892,0.08234051367025683,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,recall,0.48284313725490197,0.43643700424275966,0.5287964676088126,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,f1,0.12608,0.11086327057239607,0.14202989342706193,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,false_positives_per_true_positive,12.791878172588833,11.144689849624061,14.811108934169278,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_80pct,0.679248703242125,predicted_positive_rate,0.3073181766768465,0.2977038796516231,0.31704558307883723,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,accuracy,0.6910982920484108,0.6810315575161181,0.700262979300984,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,precision,0.07250644092749356,0.06324667644007892,0.08234051367025683,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,recall,0.48284313725490197,0.43643700424275966,0.5287964676088126,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,f1,0.12608,0.11086327057239607,0.14202989342706193,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,false_positives_per_true_positive,12.791878172588833,11.144689849624061,14.811108934169278,8841,1000,197,2520,5913,211
HistGradientBoosting__graph_handcrafted,validation_precision_at_least_90pct,0.679248703242125,predicted_positive_rate,0.3073181766768465,0.2977038796516231,0.31704558307883723,8841,1000,197,2520,5913,211
XGBoost__graph_handcrafted,default_0_50,0.5,accuracy,0.46273046035516346,0.4524346793349169,0.4727971948874562,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,default_0_50,0.5,precision,0.06856120826709063,0.06201395812562313,0.07506317091265494,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,default_0_50,0.5,recall,0.8455882352941176,0.8106096839145761,0.8805690374050646,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,default_0_50,0.5,f1,0.12683823529411764,0.11539639802706005,0.13818479074451884,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,default_0_50,0.5,false_positives_per_true_positive,13.585507246376812,12.32211329787234,15.12540192926045,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,default_0_50,0.5,predicted_positive_rate,0.5691663838932247,0.5588734306073974,0.5801408211740753,8841,1000,345,4687,3746,63
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,accuracy,0.7151905892998529,0.7055734645402104,0.7239028390453569,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,precision,0.07630522088353414,0.0663002325003893,0.08661791655959936,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,recall,0.46568627450980393,0.4172967692919938,0.5102067115505996,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,f1,0.13112491373360938,0.1150214685704433,0.14748459166153732,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,false_positives_per_true_positive,12.105263157894736,10.544958415502016,14.082903377110695,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_max_f1,0.681049644947052,predicted_positive_rate,0.2816423481506617,0.27259359800927496,0.2910304264223504,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,accuracy,0.8820269200316706,0.8753478113335595,0.8885900916185951,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,precision,0.04964539007092199,0.034432414486662115,0.06559741016047775,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,recall,0.0857843137254902,0.06014934878179054,0.11294428022465268,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,f1,0.06289308176100629,0.043858048405685746,0.08167449730111954,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,false_positives_per_true_positive,19.142857142857142,14.244504676870747,28.04240909090909,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,top_5pct_budget,0.947414755821228,predicted_positive_rate,0.07974211062097047,0.07453625155525392,0.0855106888361045,8841,1000,35,670,7763,373
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,accuracy,0.7151905892998529,0.7055734645402104,0.7239028390453569,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,precision,0.07630522088353414,0.0663002325003893,0.08661791655959936,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,recall,0.46568627450980393,0.4172967692919938,0.5102067115505996,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,f1,0.13112491373360938,0.1150214685704433,0.14748459166153732,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,false_positives_per_true_positive,12.105263157894736,10.544958415502016,14.082903377110695,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_80pct,0.681049644947052,predicted_positive_rate,0.2816423481506617,0.27259359800927496,0.2910304264223504,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,accuracy,0.7151905892998529,0.7055734645402104,0.7239028390453569,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,precision,0.07630522088353414,0.0663002325003893,0.08661791655959936,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,recall,0.46568627450980393,0.4172967692919938,0.5102067115505996,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,f1,0.13112491373360938,0.1150214685704433,0.14748459166153732,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,false_positives_per_true_positive,12.105263157894736,10.544958415502016,14.082903377110695,8841,1000,190,2300,6133,218
XGBoost__graph_handcrafted,validation_precision_at_least_90pct,0.681049644947052,predicted_positive_rate,0.2816423481506617,0.27259359800927496,0.2910304264223504,8841,1000,190,2300,6133,218
ExtraTrees__tabular_plus_graph,default_0_50,0.5,accuracy,0.9738717339667459,0.9703653432869584,0.9773781246465332,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,default_0_50,0.5,precision,0.949238578680203,0.9157863031071655,0.9787262186198357,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,default_0_50,0.5,recall,0.4583333333333333,0.4100181112065424,0.5048792502703352,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,default_0_50,0.5,f1,0.6181818181818182,0.5699105407706021,0.662535860753069,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,default_0_50,0.5,false_positives_per_true_positive,0.053475935828877004,0.021736192714453585,0.09195780399274046,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,default_0_50,0.5,predicted_positive_rate,0.0222825472231648,0.01922859405044678,0.025113109376767334,8841,1000,187,10,8423,221
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,accuracy,0.9716095464313992,0.9679900463748444,0.9750028277344192,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,precision,0.8488888888888889,0.8008091286307054,0.8956835499775886,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,recall,0.4681372549019608,0.42078626526285,0.5132721540367076,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,f1,0.6034755134281201,0.5588211951447246,0.6451612903225806,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,false_positives_per_true_positive,0.17801047120418848,0.11646579622809955,0.24873704663212431,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,validation_max_f1,0.4400965712124327,predicted_positive_rate,0.025449609772650154,0.022395656599932135,0.028616672322135505,8841,1000,191,34,8399,217
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,accuracy,0.9719488745617012,0.9683293745051464,0.9755683746182559,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,precision,0.9938271604938271,0.9797192451071761,1.0,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,recall,0.3946078431372549,0.3491544426513874,0.44168885061071095,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,f1,0.5649122807017544,0.5160029142530215,0.6113238802814774,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,false_positives_per_true_positive,0.006211180124223602,0.0,0.020700582807187944,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,top_5pct_budget,0.8133920741541044,predicted_positive_rate,0.01832371903630811,0.015606266259472909,0.021041171813143307,8841,1000,161,1,8432,247
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,accuracy,0.9442370772537043,0.9393733740527089,0.948874561701165,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,precision,0.41164241164241167,0.36896686454670347,0.4534688995215311,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,recall,0.4852941176470588,0.43806303545999953,0.532832114016151,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,f1,0.4454443194600675,0.40383771929824563,0.48262659689087267,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,false_positives_per_true_positive,1.4292929292929293,1.2052232142857142,1.7102705039525692,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_80pct,0.2285545166388584,predicted_positive_rate,0.05440561022508766,0.04999434453116163,0.05915903178373487,8841,1000,198,283,8150,210
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,accuracy,0.9609772650152698,0.9569053274516457,0.9648258115597783,8841,1000,197,134,8299,211
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,precision,0.595166163141994,0.5448401162790697,0.6472704034207102,8841,1000,197,134,8299,211
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,recall,0.48284313725490197,0.4355562134299248,0.5298578896517304,8841,1000,197,134,8299,211
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,f1,0.5331529093369418,0.4912599656519821,0.5750940509915015,8841,1000,197,134,8299,211
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,false_positives_per_true_positive,0.6802030456852792,0.5449495061345617,0.8354010695187165,8841,1000,197,134,8299,211
ExtraTrees__tabular_plus_graph,validation_precision_at_least_90pct,0.3075319633686695,predicted_positive_rate,0.03743920370998756,0.03370659427666554,0.0416270783847981,8841,1000,197,134,8299,211
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,accuracy,0.9528333898880217,0.9483061870829091,0.9572446555819477,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,precision,0.48872180451127817,0.4396969185334417,0.5347060654818048,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,recall,0.47794117647058826,0.43041237113402064,0.5244793999104344,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,f1,0.483271375464684,0.43787874519966574,0.5225548293188148,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,false_positives_per_true_positive,1.0461538461538462,0.8701863789237668,1.2742938564026647,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,default_0_50,0.5,predicted_positive_rate,0.04513064133016627,0.04117181314330958,0.04954473475851148,8841,1000,195,204,8229,213
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,accuracy,0.9702522339101911,0.96651679674245,0.9737586245899785,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,precision,0.7983539094650206,0.7420553081790485,0.8483637605563835,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,recall,0.47549019607843135,0.4271598734412805,0.5221450962830273,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,f1,0.5960061443932412,0.5480644824707847,0.6383167568928616,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,false_positives_per_true_positive,0.25257731958762886,0.17873964803312628,0.3476085103592971,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,validation_max_f1,0.7924494858117624,predicted_positive_rate,0.027485578554462164,0.02420540662820948,0.030878859857482184,8841,1000,194,49,8384,214
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,accuracy,0.9697997964031219,0.9661802963465671,0.973195905440561,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,precision,0.9795918367346939,0.9555448717948718,1.0,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,recall,0.35294117647058826,0.3075010215844012,0.4019228468899521,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,f1,0.518918918918919,0.4672480153565851,0.5695055869682283,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,false_positives_per_true_positive,0.020833333333333332,0.0,0.046523333853597616,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,top_5pct_budget,0.9989879105281843,predicted_positive_rate,0.0166270783847981,0.014025562719149417,0.01945481280398145,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,accuracy,0.939712702183011,0.934733061870829,0.9443501866304717,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,precision,0.37957610789980734,0.3379933962264151,0.4178152129908686,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,recall,0.48284313725490197,0.4351034753922283,0.529585547257961,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,f1,0.4250269687162891,0.3830711273278681,0.4617091218294316,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,false_positives_per_true_positive,1.634517766497462,1.3934027777777778,1.9586377309840997,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_80pct,0.35958451139508046,predicted_positive_rate,0.05870376654224635,0.054402782490668475,0.06379368849677639,8841,1000,197,322,8111,211
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,accuracy,0.9579233118425518,0.9533989367718584,0.9622214681597104,8841,1000,195,159,8274,213
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,precision,0.5508474576271186,0.4970656976744186,0.601823708206687,8841,1000,195,159,8274,213
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,recall,0.47794117647058826,0.43041237113402064,0.5244793999104344,8841,1000,195,159,8274,213
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,f1,0.5118110236220472,0.46539669357141006,0.5516362407031778,8841,1000,195,159,8274,213
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,false_positives_per_true_positive,0.8153846153846154,0.6616161616161617,1.0118067345783814,8841,1000,195,159,8274,213
HistGradientBoosting__tabular_plus_graph,validation_precision_at_least_90pct,0.5634509867003372,predicted_positive_rate,0.04004071937563624,0.0361921728311277,0.0442257663160276,8841,1000,195,159,8274,213
XGBoost__tabular_plus_graph,default_0_50,0.5,accuracy,0.9469517022961204,0.942087999095125,0.9514760773668137,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,default_0_50,0.5,precision,0.43326039387308535,0.387157130272777,0.4780993407858408,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,default_0_50,0.5,recall,0.4852941176470588,0.4368932038834951,0.5314916773367477,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,default_0_50,0.5,f1,0.4578034682080925,0.4137045462282009,0.4976757399577167,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,default_0_50,0.5,false_positives_per_true_positive,1.3080808080808082,1.0916155660377358,1.5829306846999156,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,default_0_50,0.5,predicted_positive_rate,0.051690985182671643,0.047276891754326436,0.05655468838366701,8841,1000,198,259,8174,210
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,accuracy,0.9734192964596765,0.9697997964031219,0.9769256871394638,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,precision,0.909952606635071,0.8685415122312824,0.9463414634146341,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,recall,0.47058823529411764,0.4225712542974382,0.5169186755632085,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,f1,0.6203554119547657,0.575340175012599,0.6625380867743675,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,false_positives_per_true_positive,0.09895833333333333,0.05670103092783505,0.15135544635544637,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,validation_max_f1,0.8716259002685547,predicted_positive_rate,0.023866078497907478,0.020699015948422123,0.027146250424160162,8841,1000,192,19,8414,216
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,accuracy,0.9705915620404931,0.9669692342495193,0.9742110620970479,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,precision,0.9805194805194806,0.9567834138486313,1.0,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,recall,0.3700980392156863,0.32216167219989517,0.4186699703804967,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,f1,0.5373665480427047,0.48522904559622376,0.5866375900403881,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,false_positives_per_true_positive,0.019867549668874173,0.0,0.045168621700879756,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,top_5pct_budget,0.9932094216346741,predicted_positive_rate,0.01741884402216944,0.014701391245334238,0.020136296799004635,8841,1000,151,3,8430,257
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,accuracy,0.9511367492365117,0.9467254835425857,0.9556639520416242,8841,1000,197,221,8212,211
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,precision,0.47129186602870815,0.4234309909781237,0.5220449064496588,8841,1000,197,221,8212,211
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,recall,0.48284313725490197,0.43457915080189224,0.5288675742574257,8841,1000,197,221,8212,211
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,f1,0.47699757869249393,0.4328819639950648,0.5192803218848514,8841,1000,197,221,8212,211
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,false_positives_per_true_positive,1.1218274111675126,0.9155440251572328,1.3616600199401794,8841,1000,197,221,8212,211
