model,policy,threshold,metric,point_estimate,ci_lower_95,ci_upper_95,n_test,bootstrap_resamples,tp,fp,tn,fn
XGBoost__tabular_plus_graph,validation_precision_at_least_80pct,0.5319206714630127,predicted_positive_rate,0.04727971948874562,0.04309467254835426,0.051804094559438976,8841,1000,197,221,8212,211
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,accuracy,0.9615428118991064,0.957357764958715,0.9655016400859632,8841,1000,196,128,8305,212
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,precision,0.6049382716049383,0.5524633775566612,0.6551993534482758,8841,1000,196,128,8305,212
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,recall,0.4803921568627451,0.4329858439759963,0.5268137035378415,8841,1000,196,128,8305,212
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,f1,0.5355191256830601,0.488272591737604,0.5775578385536849,8841,1000,196,128,8305,212
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,false_positives_per_true_positive,0.6530612244897959,0.5262531328320802,0.8100747395440132,8841,1000,196,128,8305,212
XGBoost__tabular_plus_graph,validation_precision_at_least_90pct,0.6715577840805054,predicted_positive_rate,0.03664743807261622,0.03291200090487501,0.04060626625947291,8841,1000,196,128,8305,212
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,accuracy,0.9445764053840063,0.9395995928062436,0.9493269992082344,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,precision,0.0,0.0,0.0,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,recall,0.0,0.0,0.0,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,f1,0.0,0.0,0.0,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,false_positives_per_true_positive,82.0,65.0,99.0,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,default_0_50,0.5,predicted_positive_rate,0.009274968894921388,0.007352109489876711,0.011197828299966068,8841,1000,0,82,8351,408
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,accuracy,0.24589978509218413,0.2367379255740301,0.2554009727406402,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,precision,0.04821712140897936,0.043050402324774105,0.0532687798467561,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,recall,0.8186274509803921,0.780357544096169,0.8565373710092217,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,f1,0.09107021131561009,0.08162694142562672,0.10019307944307945,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,false_positives_per_true_positive,19.739520958083833,17.772722218130937,22.228586900406277,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_max_f1,0.1447915967509235,predicted_positive_rate,0.7835086528673227,0.7745730121027034,0.7923368397240131,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,accuracy,0.8910756701730573,0.8843993892093654,0.8974154507408664,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,precision,0.017391304347826087,0.00848788888633965,0.029618016916893176,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,recall,0.024509803921568627,0.01179245283018868,0.041669226044226036,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,f1,0.02034587995930824,0.009909824413447775,0.03435269029885342,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,false_positives_per_true_positive,56.5,32.76323529411765,116.81499999999998,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,top_5pct_budget,0.4956465539246304,predicted_positive_rate,0.06503789164121705,0.05972175093315236,0.07058025110281642,8841,1000,10,565,7868,398
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,accuracy,0.24589978509218413,0.2367379255740301,0.2554009727406402,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,precision,0.04821712140897936,0.043050402324774105,0.0532687798467561,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,recall,0.8186274509803921,0.780357544096169,0.8565373710092217,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,f1,0.09107021131561009,0.08162694142562672,0.10019307944307945,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,false_positives_per_true_positive,19.739520958083833,17.772722218130937,22.228586900406277,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_80pct,0.1447915967509235,predicted_positive_rate,0.7835086528673227,0.7745730121027034,0.7923368397240131,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,accuracy,0.24589978509218413,0.2367379255740301,0.2554009727406402,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,precision,0.04821712140897936,0.043050402324774105,0.0532687798467561,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,recall,0.8186274509803921,0.780357544096169,0.8565373710092217,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,f1,0.09107021131561009,0.08162694142562672,0.10019307944307945,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,false_positives_per_true_positive,19.739520958083833,17.772722218130937,22.228586900406277,8841,1000,334,6593,1840,74
ExtraTrees__spectral_graph_embedding,validation_precision_at_least_90pct,0.1447915967509235,predicted_positive_rate,0.7835086528673227,0.7745730121027034,0.7923368397240131,8841,1000,334,6593,1840,74
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,accuracy,0.8631376541115259,0.8562379821287185,0.8703766542246352,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,precision,0.06030701754385965,0.045152943157751896,0.07517270588702886,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,recall,0.13480392156862744,0.10072509995389173,0.16800731707317074,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,f1,0.08333333333333333,0.0630874879857451,0.1033125991483677,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,false_positives_per_true_positive,15.581818181818182,12.302700922266139,21.146951219512193,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,default_0_50,0.5,predicted_positive_rate,0.10315575161180862,0.09670851713607058,0.10960581382196584,8841,1000,55,857,7576,353
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,accuracy,0.17181314330958036,0.16366644044791315,0.1792811899106436,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,precision,0.052202072538860105,0.04718408556250019,0.05709476954945624,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,recall,0.9877450980392157,0.975902159362086,0.9973691063596491,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,f1,0.09916338582677166,0.09003843262430619,0.10798251511164944,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,false_positives_per_true_positive,18.156327543424318,16.514739229024944,20.19358755956629,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_max_f1,0.033431221414138235,predicted_positive_rate,0.8732043886438186,0.8670964822983825,0.8808986539984165,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,accuracy,0.88926592014478,0.8831551860649248,0.8959393733740527,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,precision,0.0693815987933635,0.05131006668951156,0.08809908830318175,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,recall,0.11274509803921569,0.0826826550387597,0.14489486247205963,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,f1,0.08590102707749767,0.0639508952942461,0.10906140849745788,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,false_positives_per_true_positive,13.41304347826087,10.350855263157895,18.489393939393935,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,top_5pct_budget,0.522999003110909,predicted_positive_rate,0.07499151679674244,0.06910982920484109,0.08053387625834181,8841,1000,46,617,7816,362
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,accuracy,0.17181314330958036,0.16366644044791315,0.1792811899106436,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,precision,0.052202072538860105,0.04718408556250019,0.05709476954945624,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,recall,0.9877450980392157,0.975902159362086,0.9973691063596491,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,f1,0.09916338582677166,0.09003843262430619,0.10798251511164944,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,false_positives_per_true_positive,18.156327543424318,16.514739229024944,20.19358755956629,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_80pct,0.033431221414138235,predicted_positive_rate,0.8732043886438186,0.8670964822983825,0.8808986539984165,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,accuracy,0.17181314330958036,0.16366644044791315,0.1792811899106436,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,precision,0.052202072538860105,0.04718408556250019,0.05709476954945624,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,recall,0.9877450980392157,0.975902159362086,0.9973691063596491,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,f1,0.09916338582677166,0.09003843262430619,0.10798251511164944,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,false_positives_per_true_positive,18.156327543424318,16.514739229024944,20.19358755956629,8841,1000,403,7317,1116,5
HistGradientBoosting__spectral_graph_embedding,validation_precision_at_least_90pct,0.033431221414138235,predicted_positive_rate,0.8732043886438186,0.8670964822983825,0.8808986539984165,8841,1000,403,7317,1116,5
XGBoost__spectral_graph_embedding,default_0_50,0.5,accuracy,0.786336387286506,0.7777400746521886,0.7945961995249406,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,default_0_50,0.5,precision,0.04374614910659273,0.03345901937329956,0.05381433009544963,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,default_0_50,0.5,recall,0.17401960784313725,0.1368863990131869,0.21158823451014885,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,default_0_50,0.5,f1,0.06991629739044805,0.05377792763847544,0.08560589216231239,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,default_0_50,0.5,false_positives_per_true_positive,21.859154929577464,17.582412790697674,28.88730782669462,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,default_0_50,0.5,predicted_positive_rate,0.1835765184933831,0.17576914376201788,0.19172039362063115,8841,1000,71,1552,6881,337
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,accuracy,0.2354937224295894,0.22666836330731818,0.2444293631942088,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,precision,0.054690786705931846,0.04936185772230201,0.059790373103366524,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,recall,0.9558823529411765,0.935316921884086,0.9750650180418029,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,f1,0.10346199761241544,0.09378788313959185,0.11266611083805916,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,false_positives_per_true_positive,17.284615384615385,15.725100662800331,19.258556834232152,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,validation_max_f1,0.13894622027873993,predicted_positive_rate,0.8065829657278588,0.7984362628661916,0.8148399502318743,8841,1000,390,6741,1692,18
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,accuracy,0.9009161859518154,0.894695170229612,0.9072531387852053,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,precision,0.05849056603773585,0.03859940610859729,0.080078125,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,recall,0.07598039215686274,0.050803166476529674,0.10204081632653061,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,f1,0.06609808102345416,0.043933054393305436,0.08939771287099532,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,false_positives_per_true_positive,16.096774193548388,11.487804878048781,24.907142857142855,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,top_5pct_budget,0.5929818153381348,predicted_positive_rate,0.059947969686687023,0.05485239226331863,0.06504071937563623,8841,1000,31,499,7934,377
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,accuracy,0.7962900124420315,0.7883667005994797,0.8046601063228142,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,precision,0.045068582625734814,0.034134267376582435,0.05581641808680868,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,recall,0.16911764705882354,0.13097941350250333,0.2063609307359307,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,f1,0.07117070654976793,0.05433355514755991,0.08794619762027936,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,false_positives_per_true_positive,21.18840579710145,16.91588235294118,28.296078431372546,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_80pct,0.507453978061676,predicted_positive_rate,0.17317045583078838,0.1655892998529578,0.18097500282773443,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,accuracy,0.7962900124420315,0.7883667005994797,0.8046601063228142,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,precision,0.045068582625734814,0.034134267376582435,0.05581641808680868,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,recall,0.16911764705882354,0.13097941350250333,0.2063609307359307,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,f1,0.07117070654976793,0.05433355514755991,0.08794619762027936,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,false_positives_per_true_positive,21.18840579710145,16.91588235294118,28.296078431372546,8841,1000,69,1462,6971,339
XGBoost__spectral_graph_embedding,validation_precision_at_least_90pct,0.507453978061676,predicted_positive_rate,0.17317045583078838,0.1655892998529578,0.18097500282773443,8841,1000,69,1462,6971,339
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,accuracy,0.9740979527202805,0.9707018436828413,0.977607171134487,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,precision,0.9543147208121827,0.9259160756501182,0.9802979812614702,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,recall,0.46078431372549017,0.41217927730773873,0.5068005738880917,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,f1,0.6214876033057851,0.5750736236986808,0.664557702561267,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,false_positives_per_true_positive,0.047872340425531915,0.020097989949748745,0.08001149425287356,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,default_0_50,0.5,predicted_positive_rate,0.0222825472231648,0.019341703427214117,0.025226218753534667,8841,1000,188,9,8424,220
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,accuracy,0.9720619839384685,0.9685555932586811,0.975571202352675,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,precision,0.8642533936651584,0.8173419153620353,0.9103239109545163,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,recall,0.4681372549019608,0.4216041954363122,0.5144388808195093,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,f1,0.6073131955484896,0.5606453683586806,0.6495542138820323,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,false_positives_per_true_positive,0.15706806282722513,0.09851009369264947,0.22347818786824186,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,validation_max_f1,0.427057260961527,predicted_positive_rate,0.024997172265580816,0.021827281981676282,0.028277344191833503,8841,1000,191,30,8403,217
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,accuracy,0.9721750933152359,0.9686658749010293,0.9756814839950232,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,precision,0.9939024390243902,0.9797297297297297,1.0,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,recall,0.39950980392156865,0.3524949903091225,0.4479543725794183,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,f1,0.5699300699300699,0.5194117262138463,0.6167175395080117,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,false_positives_per_true_positive,0.006134969325153374,0.0,0.020689655172413793,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,top_5pct_budget,0.7799853580455011,predicted_positive_rate,0.018549937789842777,0.01583531274742676,0.021377672209026127,8841,1000,163,1,8432,245
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,accuracy,0.946159936658749,0.9415224522112883,0.9505740300870942,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,precision,0.4267241379310345,0.3832456122745928,0.4702221526908636,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,recall,0.4852941176470588,0.43806303545999953,0.532832114016151,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,f1,0.4541284403669725,0.41324103225374287,0.4922395813819889,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,false_positives_per_true_positive,1.3434343434343434,1.126654411764706,1.6092928981937602,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.22850386549629007,predicted_positive_rate,0.05248275082004298,0.048181766768465105,0.05746521886664404,8841,1000,198,266,8167,210
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,accuracy,0.9606379368849678,0.9565659993213438,0.9644836556950571,8841,1000,197,137,8296,211
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,precision,0.5898203592814372,0.5375276705276705,0.6430990712074304,8841,1000,197,137,8296,211
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,recall,0.48284313725490197,0.4355562134299248,0.5298578896517304,8841,1000,197,137,8296,211
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,f1,0.5309973045822103,0.4885235816814764,0.571437567470313,8841,1000,197,137,8296,211
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,false_positives_per_true_positive,0.6954314720812182,0.554970440743467,0.8603693688339474,8841,1000,197,137,8296,211
ExtraTrees__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.30268421175733057,predicted_positive_rate,0.03777853184028956,0.034045922406967535,0.04151114127361158,8841,1000,197,137,8296,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,accuracy,0.957357764958715,0.9530567809071372,0.9613165931455717,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,precision,0.5424657534246575,0.49004779113030833,0.5937520083547558,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,recall,0.4852941176470588,0.43715543412264724,0.5338197005858104,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,f1,0.5122897800776197,0.4679711679016079,0.552669699027738,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,false_positives_per_true_positive,0.8434343434343434,0.6842048302574618,1.040617300442307,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,default_0_50,0.5,predicted_positive_rate,0.041284922520076914,0.03743920370998756,0.045469969460468274,8841,1000,198,167,8266,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,accuracy,0.9728537495758398,0.9692342495192852,0.9763601402556272,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,precision,0.8925233644859814,0.8491148399014778,0.9330357142857143,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,recall,0.4681372549019608,0.4206484892915774,0.5149000644745325,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,f1,0.6141479099678456,0.5679124325375602,0.6561784516794635,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,false_positives_per_true_positive,0.12041884816753927,0.07177033492822966,0.1776970344643334,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_max_f1,0.8276095859280815,predicted_positive_rate,0.02420540662820948,0.021035516344304943,0.027375296912114013,8841,1000,191,23,8410,217
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,accuracy,0.9697997964031219,0.9661774686121479,0.973195905440561,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,precision,0.9795918367346939,0.95540084287151,1.0,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,recall,0.35294117647058826,0.3060707121062874,0.4027055576703464,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,f1,0.518918918918919,0.46650816819752716,0.5696006753904601,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,false_positives_per_true_positive,0.020833333333333332,0.0,0.04668110236220471,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,top_5pct_budget,0.9991590916881559,predicted_positive_rate,0.0166270783847981,0.014025562719149417,0.01945481280398145,8841,1000,144,3,8430,264
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,accuracy,0.941070014704219,0.9362034837688045,0.9455972175093316,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,precision,0.3889980353634578,0.34532953948232825,0.4311600263160829,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,recall,0.4852941176470588,0.43715543412264724,0.5338197005858104,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,f1,0.4318429661941112,0.38983534985253476,0.4696025259083849,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,false_positives_per_true_positive,1.5707070707070707,1.3193247126436782,1.8957847935479422,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_80pct,0.31475242700410844,predicted_positive_rate,0.057572672774573015,0.05304829770387965,0.0625494853523357,8841,1000,198,311,8122,210
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,accuracy,0.9600723900011311,0.9557742336839724,0.9639209365456396,8841,1000,197,142,8291,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,precision,0.5811209439528023,0.5286954090022563,0.630273237343718,8841,1000,197,142,8291,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,recall,0.48284313725490197,0.4351034753922283,0.529585547257961,8841,1000,197,142,8291,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,f1,0.5274431057563588,0.4805325533769947,0.5686533227656362,8841,1000,197,142,8291,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,false_positives_per_true_positive,0.7208121827411168,0.5866135265700483,0.891448246364414,8841,1000,197,142,8291,211
HistGradientBoosting__tabular_plus_graph_plus_spectral,validation_precision_at_least_90pct,0.5357765493692369,predicted_positive_rate,0.03834407872412623,0.034611469290804206,0.04241884402216944,8841,1000,197,142,8291,211
XGBoost__tabular_plus_graph_plus_spectral,default_0_50,0.5,accuracy,0.9395995928062436,0.9345068431172945,0.9445764053840063,8841,1000,198,324,8109,210
XGBoost__tabular_plus_graph_plus_spectral,default_0_50,0.5,precision,0.3793103448275862,0.3359352535585514,0.4207513647131527,8841,1000,198,324,8109,210
XGBoost__tabular_plus_graph_plus_spectral,default_0_50,0.5,recall,0.4852941176470588,0.4368932038834951,0.5314916773367477,8841,1000,198,324,8109,210
