model,split,metric,point_estimate,ci_lower_95,ci_upper_95,n_test,positive_rate,bootstrap_resamples,k_for_precision_recall_at_k,model_family,train_seconds
XGBoost,main_test,recall_at_k,0.49754901960784315,0.4497435572357199,0.5458832533013206,8841,0.04614862572107228,1000,443,tabular_ml,4.994131326675415
ExtraTrees__graph_handcrafted,main_test,accuracy,0.4906684764166949,0.47980997624703087,0.5008539757945933,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,precision,0.07192138825005227,0.06494965233446494,0.07892593058093247,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,recall,0.8431372549019608,0.8067878810812175,0.8778640824824031,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,f1,0.13253708341360046,0.1203457784494829,0.1443876420147056,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,auroc,0.6651198722107128,0.6439148872563818,0.6856712722740409,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,auprc,0.06730602709937136,0.060087462988592126,0.07563525810304123,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,brier,0.2884058812226521,0.28281233497078656,0.2941333630747667,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,precision_at_k,0.05417607223476298,0.03160270880361174,0.06997742663656885,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
ExtraTrees__graph_handcrafted,main_test,recall_at_k,0.058823529411764705,0.03472050330033003,0.07534454887844548,8841,0.04614862572107228,1000,443,feature_ablation,0.8898050785064697
HistGradientBoosting__graph_handcrafted,main_test,accuracy,0.4758511480601742,0.4653319760208121,0.4863731478339554,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,precision,0.06965376782077393,0.06286538991445172,0.07616512764641746,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,recall,0.8382352941176471,0.801007556675063,0.8743848201153316,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,f1,0.12861978187288453,0.11675483420049537,0.13970043521365008,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,auroc,0.6567379145420768,0.6344427152032387,0.6777302870794409,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,auprc,0.06645136551349834,0.05892456968941429,0.07426421354098074,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,brier,0.31202343460755383,0.3059387896311764,0.31819676267950775,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,precision_at_k,0.04288939051918736,0.029345372460496615,0.06997742663656885,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
HistGradientBoosting__graph_handcrafted,main_test,recall_at_k,0.04656862745098039,0.03397852558828369,0.07571801566579635,8841,0.04614862572107228,1000,443,feature_ablation,0.7067148685455322
XGBoost__graph_handcrafted,main_test,accuracy,0.46273046035516346,0.4524346793349169,0.4727971948874562,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,precision,0.06856120826709063,0.06201395812562313,0.07506317091265494,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,recall,0.8455882352941176,0.8106096839145761,0.8805690374050646,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,f1,0.12683823529411764,0.11539639802706005,0.13818479074451884,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,auroc,0.6631831820834583,0.6411845670782532,0.6842724911870688,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,auprc,0.06806381159674835,0.06048654351078609,0.07608209684513872,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,brier,0.31336585654968924,0.30727527303331476,0.31957761061203854,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,precision_at_k,0.04966139954853273,0.03160270880361174,0.06997742663656885,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
XGBoost__graph_handcrafted,main_test,recall_at_k,0.05392156862745098,0.03372919513103962,0.07389464303836005,8841,0.04614862572107228,1000,443,feature_ablation,0.5708401203155518
ExtraTrees__tabular_plus_graph,main_test,accuracy,0.9738717339667459,0.9703653432869584,0.9773781246465332,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,precision,0.949238578680203,0.9157863031071655,0.9787262186198357,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,recall,0.4583333333333333,0.4100181112065424,0.5048792502703352,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,f1,0.6181818181818182,0.5699105407706021,0.662535860753069,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,auroc,0.8468326171924954,0.8258480644652328,0.8661495830077409,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,auprc,0.5495929501528882,0.5046394596386525,0.5924906266315781,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,brier,0.028476482500956746,0.025638898705927168,0.031346755880012435,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,precision_at_k,0.44469525959367945,0.3860045146726862,0.5033860045146726,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
ExtraTrees__tabular_plus_graph,main_test,recall_at_k,0.48284313725490197,0.43703344120819854,0.5307154949246101,8841,0.04614862572107228,1000,443,feature_ablation,3.333641767501831
HistGradientBoosting__tabular_plus_graph,main_test,accuracy,0.9528333898880217,0.9483061870829091,0.9572446555819477,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,precision,0.48872180451127817,0.4396969185334417,0.5347060654818048,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,recall,0.47794117647058826,0.43041237113402064,0.5244793999104344,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,f1,0.483271375464684,0.43787874519966574,0.5225548293188148,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,auroc,0.8402636816614467,0.8223448086080366,0.8570107760449455,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,auprc,0.53070709003173,0.4837324761432057,0.5754151495144099,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,brier,0.039849658428884986,0.03643867306805667,0.04344019671636792,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,precision_at_k,0.44469525959367945,0.3837471783295711,0.5011286681715575,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
HistGradientBoosting__tabular_plus_graph,main_test,recall_at_k,0.48284313725490197,0.4351034753922283,0.5272823984526112,8841,0.04614862572107228,1000,443,feature_ablation,4.347275495529175
XGBoost__tabular_plus_graph,main_test,accuracy,0.9469517022961204,0.942087999095125,0.9514760773668137,8841,0.04614862572107228,1000,443,feature_ablation,3.586773157119751
