epoch,loss,val_auprc,val_auroc
1,1.3200247287750244,0.09647970783116835,0.5895402727300966
5,1.1889898777008057,0.13777204504754875,0.7198292589486326
10,1.066253423690796,0.2027113105110962,0.7973381376903881
15,0.9899986386299133,0.19998470737556703,0.7927131156876753
20,0.9330384731292725,0.20042963488403356,0.7885543441120741
